FIPS|Countyname|Postal|LineCode|IndustryName|Real Gross domestic product (GDP) by county|||
||||| (thousands of chained 2012 dollars)|||
6013|Contra Costa|CA|1|All Industries|62121185|63638925|69050124|73101768
6013|Contra Costa|CA|2|  Private goods-producing industries|19518050|19076561|22483790|22301776
6013|Contra Costa|CA|3|  Private services-providing industries|37999850|39879509|42045763|45920944
6013|Contra Costa|CA|4|  Government and government enterprises|4603284|4635650|4691814|4786144
6015|Del Norte|CA|1|All Industries|599490|590815|576393|602992
6015|Del Norte|CA|2|  Private goods-producing industries|60981|63909|56108|53247
6015|Del Norte|CA|3|  Private services-providing industries|262543|260914|256368|274427
6015|Del Norte|CA|4|  Government and government enterprises|275966|266029|263909|275234
6017|El Dorado|CA|1|All Industries|5524161|5558227|5892735|6205471
6017|El Dorado|CA|2|  Private goods-producing industries|693923|704701|709732|774063
6017|El Dorado|CA|3|  Private services-providing industries|4018835|4018052|4315718|4545081
6017|El Dorado|CA|4|  Government and government enterprises|811403|835275|868250|887135
6019|Fresno|CA|1|All Industries|33775353|35821729|37248432|39293696
6019|Fresno|CA|2|  Private goods-producing industries|7655334|8343048|9254319|10192967
6019|Fresno|CA|3|  Private services-providing industries|20542143|21884893|22263722|23206037
6019|Fresno|CA|4|  Government and government enterprises|5577877|5595177|5738293|5936648
6021|Glenn|CA|1|All Industries|806251|875717|945856|1008700
6021|Glenn|CA|2|  Private goods-producing industries|345656|384678|446503|492040
6021|Glenn|CA|3|  Private services-providing industries|303661|334853|345699|356679
6021|Glenn|CA|4|  Government and government enterprises|156934|156237|154680|163072
6023|Humboldt|CA|1|All Industries|3846207|3911804|3949695|4028873
6023|Humboldt|CA|2|  Private goods-producing industries|565011|572679|559488|573280
6023|Humboldt|CA|3|  Private services-providing industries|2326975|2384022|2424112|2462934
6023|Humboldt|CA|4|  Government and government enterprises|954220|955252|966877|993137
6025|Imperial|CA|1|All Industries|5696268|5903167|6311204|6654586
6025|Imperial|CA|2|  Private goods-producing industries|1439309|1447606|1575655|1725822
6025|Imperial|CA|3|  Private services-providing industries|2550285|2764238|3049468|3200215
6025|Imperial|CA|4|  Government and government enterprises|1706674|1691665|1687991|1738785
6027|Inyo|CA|1|All Industries|910652|876413|857373|859144
6027|Inyo|CA|2|  Private goods-producing industries|178292|162866|152122|139607
6027|Inyo|CA|3|  Private services-providing industries|472159|453043|444634|458041
6027|Inyo|CA|4|  Government and government enterprises|260201|260580|260711|259763
6029|Kern|CA|1|All Industries|39340854|40163210|42169380|43532130
6029|Kern|CA|2|  Private goods-producing industries|14767089|14764439|15802014|16451507
6029|Kern|CA|3|  Private services-providing industries|18409966|19343515|20238665|20729420
6029|Kern|CA|4|  Government and government enterprises|6163799|6058546|6137507|6346345
6031|Kings|CA|1|All Industries|5078462|5147671|5526064|5715967
6031|Kings|CA|2|  Private goods-producing industries|1571822|1673133|1940423|2162264
6031|Kings|CA|3|  Private services-providing industries|1453328|1463578|1519504|1568700
6031|Kings|CA|4|  Government and government enterprises|2053312|2010930|2070088|2007876
6033|Lake|CA|1|All Industries|1337816|1368058|1394350|1437404
6033|Lake|CA|2|  Private goods-producing industries|193229|195941|209686|219900
6033|Lake|CA|3|  Private services-providing industries|884222|905859|913806|934287
6033|Lake|CA|4|  Government and government enterprises|260365|266260|270940|283382
6035|Lassen|CA|1|All Industries|989373|984980|1012903|1060366
6035|Lassen|CA|2|  Private goods-producing industries|129503|152321|187689|224475
6035|Lassen|CA|3|  Private services-providing industries|264114|272359|277010|288880
6035|Lassen|CA|4|  Government and government enterprises|595757|560339|549641|553496
6037|Los Angeles|CA|1|All Industries|593671075|605923302|630438094|656048822
6037|Los Angeles|CA|2|  Private goods-producing industries|70641406|73149569|73168507|74605898
6037|Los Angeles|CA|3|  Private services-providing industries|464547602|474206688|497054545|519394656
6037|Los Angeles|CA|4|  Government and government enterprises|58482067|58580183|60236182|62059803
6039|Madera|CA|1|All Industries|4438122|4599266|4996808|5320912
6039|Madera|CA|2|  Private goods-producing industries|1633856|1742006|1926416|2012314
6039|Madera|CA|3|  Private services-providing industries|2010428|2072347|2269882|2528764
6039|Madera|CA|4|  Government and government enterprises|793838|785005|802335|780967
6041|Marin|CA|1|All Industries|17934235|18144438|19394896|19692563
6041|Marin|CA|2|  Private goods-producing industries|1105931|1194944|1400360|1612917
6041|Marin|CA|3|  Private services-providing industries|15195979|15308701|16329197|16337703
6041|Marin|CA|4|  Government and government enterprises|1632324|1640354|1663610|1730313
6043|Mariposa|CA|1|All Industries|445506|429820|428409|433494
6043|Mariposa|CA|2|  Private goods-producing industries|32697|33343|34871|34555
6043|Mariposa|CA|3|  Private services-providing industries|249851|241141|238102|239625
6043|Mariposa|CA|4|  Government and government enterprises|162959|155333|155429|159315
6045|Mendocino|CA|1|All Industries|2481677|2524118|2530707|2608117
6045|Mendocino|CA|2|  Private goods-producing industries|533566|548574|538260|536057
6045|Mendocino|CA|3|  Private services-providing industries|1466839|1495462|1505632|1574187
6045|Mendocino|CA|4|  Government and government enterprises|481272|480117|487024|498688
6047|Merced|CA|1|All Industries|6707751|7096096|7746182|7863092
6047|Merced|CA|2|  Private goods-producing industries|2605037|2944625|3329922|3598738
6047|Merced|CA|3|  Private services-providing industries|2756538|2796144|3009376|2762617
6047|Merced|CA|4|  Government and government enterprises|1346176|1355371|1410859|1524935
6049|Modoc|CA|1|All Industries|212855|219035|226726|233087
6049|Modoc|CA|2|  Private goods-producing industries|51522|58418|60996|62719
6049|Modoc|CA|3|  Private services-providing industries|71878|73358|77963|85885
6049|Modoc|CA|4|  Government and government enterprises|89455|87253|87785|84597
6051|Mono|CA|1|All Industries|662764|675265|673495|658764
6051|Mono|CA|2|  Private goods-producing industries|56272|52619|50513|50854
6051|Mono|CA|3|  Private services-providing industries|425325|442247|445587|433930
6051|Mono|CA|4|  Government and government enterprises|181168|180451|177494|174099
6053|Monterey|CA|1|All Industries|20011213|19964370|20302660|20934794
6053|Monterey|CA|2|  Private goods-producing industries|5131338|4933738|5354125|5587952
6053|Monterey|CA|3|  Private services-providing industries|10590059|10832597|10777477|11088583
6053|Monterey|CA|4|  Government and government enterprises|4289816|4199216|4175165|4267632
6055|Napa|CA|1|All Industries|7595001|7538681|7866894|8263763
6055|Napa|CA|2|  Private goods-producing industries|2446556|2418913|2567268|2691616
6055|Napa|CA|3|  Private services-providing industries|4251949|4198021|4363732|4587967
6055|Napa|CA|4|  Government and government enterprises|896496|921446|935828|984146
6057|Nevada|CA|1|All Industries|3525492|3526934|3729800|3421642
6057|Nevada|CA|2|  Private goods-producing industries|677408|649535|658895|650350
6057|Nevada|CA|3|  Private services-providing industries|2379078|2381721|2576508|2255867
6057|Nevada|CA|4|  Government and government enterprises|469007|495468|495234|513097
6059|Orange|CA|1|All Industries|216205203|219574913|226451065|243513331
6059|Orange|CA|2|  Private goods-producing industries|31275958|32615962|33148282|34590207
6059|Orange|CA|3|  Private services-providing industries|170266880|172249517|178396422|193527171
6059|Orange|CA|4|  Government and government enterprises|14662364|14711256|14915181|15428461
6061|Placer|CA|1|All Industries|15998697|16875788|17660160|18924445
6061|Placer|CA|2|  Private goods-producing industries|2038285|2195192|2385465|2624499
6061|Placer|CA|3|  Private services-providing industries|12428582|13158805|13705670|14669935
6061|Placer|CA|4|  Government and government enterprises|1531831|1522753|1570255|1632738
6063|Plumas|CA|1|All Industries|699250|733450|654761|650139
6063|Plumas|CA|2|  Private goods-producing industries|99971|102245|95714|97678
6063|Plumas|CA|3|  Private services-providing industries|417509|453633|378288|365485
6063|Plumas|CA|4|  Government and government enterprises|181769|177655|180744|186902
6065|Riverside|CA|1|All Industries|61827909|64611066|65773194|67115211
6065|Riverside|CA|2|  Private goods-producing industries|11850458|12486131|12859525|13069300
6065|Riverside|CA|3|  Private services-providing industries|39522376|41452759|41873747|42563722
6065|Riverside|CA|4|  Government and government enterprises|10455076|10674159|11035892|11471385
6067|Sacramento|CA|1|All Industries|68329118|70547534|73016727|75231340
6067|Sacramento|CA|2|  Private goods-producing industries|6071895|6499288|6673954|7125356
6067|Sacramento|CA|3|  Private services-providing industries|42527546|43878012|45562185|47193703
6067|Sacramento|CA|4|  Government and government enterprises|19729677|20172240|20785560|20931206
6069|San Benito|CA|1|All Industries|1611342|1633799|1666298|1779654
6069|San Benito|CA|2|  Private goods-producing industries|673033|657592|669135|727541
6069|San Benito|CA|3|  Private services-providing industries|698903|735146|740644|781113
6069|San Benito|CA|4|  Government and government enterprises|239405|241156|256380|270829
6071|San Bernardino|CA|1|All Industries|63540956|64867369|67110682|69415314
6071|San Bernardino|CA|2|  Private goods-producing industries|8858196|9011796|9250714|9967393
6071|San Bernardino|CA|3|  Private services-providing industries|41705948|42963938|44848447|46136713
6071|San Bernardino|CA|4|  Government and government enterprises|12976812|12893663|13019432|13314910
6073|San Diego|CA|1|All Industries|191216801|195614415|198127230|200816935
6073|San Diego|CA|2|  Private goods-producing industries|22015046|24277426|24629593|25659023
6073|San Diego|CA|3|  Private services-providing industries|129744529|132371582|134269522|135474032
6073|San Diego|CA|4|  Government and government enterprises|39457226|38970206|39234692|39692483
6075|San Francisco|CA|1|All Industries|119746763|126799443|134306675|143232623
6075|San Francisco|CA|2|  Private goods-producing industries|4378559|4688456|5225288|5626361
6075|San Francisco|CA|3|  Private services-providing industries|102414676|108808366|115705585|123951336
6075|San Francisco|CA|4|  Government and government enterprises|12953529|13305072|13389475|13682392
6077|San Joaquin|CA|1|All Industries|21697175|22441453|23168104|24997915
6077|San Joaquin|CA|2|  Private goods-producing industries|4277922|4563435|4887024|5371409
6077|San Joaquin|CA|3|  Private services-providing industries|14138554|14608396|14924483|15901898
6077|San Joaquin|CA|4|  Government and government enterprises|3280699|3270047|3356506|3722631
6079|San Luis Obispo|CA|1|All Industries|12511046|13333995|13459659|14327180
6079|San Luis Obispo|CA|2|  Private goods-producing industries|1776544|1907426|1999852|2097503
6079|San Luis Obispo|CA|3|  Private services-providing industries|8915589|9615382|9633274|10350828
6079|San Luis Obispo|CA|4|  Government and government enterprises|1818913|1812244|1828613|1881105
6081|San Mateo|CA|1|All Industries|78166257|88815505|88822545|94144961
6081|San Mateo|CA|2|  Private goods-producing industries|11020113|14510731|14671479|14947035
6081|San Mateo|CA|3|  Private services-providing industries|63804352|70939719|70702478|75545281
6081|San Mateo|CA|4|  Government and government enterprises|3341792|3371119|3451271|3665531
6083|Santa Barbara|CA|1|All Industries|21854525|22293846|22890895|23965152
6083|Santa Barbara|CA|2|  Private goods-producing industries|4262402|4392624|4650605|5223725
6083|Santa Barbara|CA|3|  Private services-providing industries|14008512|14287860|14535977|15000459
6083|Santa Barbara|CA|4|  Government and government enterprises|3583610|3613672|3706501|3765908
6085|Santa Clara|CA|1|All Industries|195550832|211406180|229539584|254916308
6085|Santa Clara|CA|2|  Private goods-producing industries|55682457|59129774|63398533|70147951
6085|Santa Clara|CA|3|  Private services-providing industries|130284946|142550077|156101591|174456140
6085|Santa Clara|CA|4|  Government and government enterprises|9583429|9724269|10035555|10339679
6087|Santa Cruz|CA|1|All Industries|10606613|11205365|11506354|11736759
6087|Santa Cruz|CA|2|  Private goods-producing industries|2624441|2877422|2851502|2599594
6087|Santa Cruz|CA|3|  Private services-providing industries|6427469|6743767|7007254|7467692
6087|Santa Cruz|CA|4|  Government and government enterprises|1554703|1584518|1648052|1666860
6089|Shasta|CA|1|All Industries|5844376|5889949|5894232|6063237
6089|Shasta|CA|2|  Private goods-producing industries|603557|627540|632435|664545
6089|Shasta|CA|3|  Private services-providing industries|4224707|4246660|4206752|4315736
6089|Shasta|CA|4|  Government and government enterprises|1016113|1015598|1054313|1081921
6091|Sierra|CA|1|All Industries|52185|47224|49120|49921
6091|Sierra|CA|2|  Private goods-producing industries|7075|6920|(D)|9878
6091|Sierra|CA|3|  Private services-providing industries|18640|16333|(D)|15174
6091|Sierra|CA|4|  Government and government enterprises|26470|23969|23756|24986
6093|Siskiyou|CA|1|All Industries|1077938|1113406|1181637|1268932
6093|Siskiyou|CA|2|  Private goods-producing industries|168685|187742|201889|209579
6093|Siskiyou|CA|3|  Private services-providing industries|614855|634546|682903|741677
6093|Siskiyou|CA|4|  Government and government enterprises|294398|291021|296839|317553
6095|Solano|CA|1|All Industries|20319752|20373391|20317810|19820267
6095|Solano|CA|2|  Private goods-producing industries|6437401|6767266|6782176|6681849
6095|Solano|CA|3|  Private services-providing industries|10466438|10201092|10112047|9719667
6095|Solano|CA|4|  Government and government enterprises|3415913|3405755|3424013|3417268
6097|Sonoma|CA|1|All Industries|20941027|21556746|22243227|23644510
6097|Sonoma|CA|2|  Private goods-producing industries|4504065|4705357|4765726|5015811
6097|Sonoma|CA|3|  Private services-providing industries|14121297|14499945|15036631|16105952
6097|Sonoma|CA|4|  Government and government enterprises|2315665|2351654|2441239|2525576
6099|Stanislaus|CA|1|All Industries|17039050|17315090|18078304|19106318
6099|Stanislaus|CA|2|  Private goods-producing industries|5065538|5033106|5449137|6038183
6099|Stanislaus|CA|3|  Private services-providing industries|9805527|10086370|10387222|10710513
6099|Stanislaus|CA|4|  Government and government enterprises|2167985|2196069|2243693|2367114
6101|Sutter|CA|1|All Industries|2792070|2857653|3038759|3145558
6101|Sutter|CA|2|  Private goods-producing industries|601425|650590|718763|795243
6101|Sutter|CA|3|  Private services-providing industries|1844973|1847978|1950923|1978593
6101|Sutter|CA|4|  Government and government enterprises|345672|358806|369401|377126
6103|Tehama|CA|1|All Industries|1301677|1386866|1441237|1509569
6103|Tehama|CA|2|  Private goods-producing industries|320736|369823|389766|424992
6103|Tehama|CA|3|  Private services-providing industries|733623|752699|782665|806857
6103|Tehama|CA|4|  Government and government enterprises|247318|263704|268054|276992
6105|Trinity|CA|1|All Industries|273210|274544|251388|242017
6105|Trinity|CA|2|  Private goods-producing industries|31600|35193|32427|33750
6105|Trinity|CA|3|  Private services-providing industries|142399|142230|124753|120001
6105|Trinity|CA|4|  Government and government enterprises|99210|97053|94156|88057
6107|Tulare|CA|1|All Industries|13225789|13314742|13800945|14799320
6107|Tulare|CA|2|  Private goods-producing industries|4660974|4877288|5263902|5603028
6107|Tulare|CA|3|  Private services-providing industries|6139244|5979091|6073525|6649406
6107|Tulare|CA|4|  Government and government enterprises|2425570|2457278|2466901|2551076
6109|Tuolumne|CA|1|All Industries|1726026|1788185|1698603|1805222
6109|Tuolumne|CA|2|  Private goods-producing industries|167516|170031|160821|167820
6109|Tuolumne|CA|3|  Private services-providing industries|1162386|1221682|1114848|1210347
6109|Tuolumne|CA|4|  Government and government enterprises|396124|396591|422615|427108
6111|Ventura|CA|1|All Industries|46895460|48323330|49269559|49958196
6111|Ventura|CA|2|  Private goods-producing industries|16276856|17371518|17522777|17587397
6111|Ventura|CA|3|  Private services-providing industries|25525164|25917184|26648825|27101442
6111|Ventura|CA|4|  Government and government enterprises|5093440|5033102|5098142|5265074
6113|Yolo|CA|1|All Industries|10117496|10598951|11230236|11869179
6113|Yolo|CA|2|  Private goods-producing industries|1497360|1561565|1716942|1888808
6113|Yolo|CA|3|  Private services-providing industries|5071917|5355939|5667476|6009382
6113|Yolo|CA|4|  Government and government enterprises|3548219|3681837|3847301|3977470
6115|Yuba|CA|1|All Industries|2319728|2360912|2302932|2241566
6115|Yuba|CA|2|  Private goods-producing industries|236957|264385|276531|314893
6115|Yuba|CA|3|  Private services-providing industries|821563|791460|708422|682593
6115|Yuba|CA|4|  Government and government enterprises|1261208|1305053|1318438|1247423
8001|Adams|CO|1|All Industries|18730462|18911550|20055577|20374110
8001|Adams|CO|2|  Private goods-producing industries|3532828|3849580|4680020|4736337
8001|Adams|CO|3|  Private services-providing industries|12233974|12051373|12269990|12368230
8001|Adams|CO|4|  Government and government enterprises|2963659|3014926|3127611|3287210
8003|Alamosa|CO|1|All Industries|551564|560334|569016|609189
8003|Alamosa|CO|2|  Private goods-producing industries|75083|78138|86817|106869
8003|Alamosa|CO|3|  Private services-providing industries|350009|359276|359707|379141
8003|Alamosa|CO|4|  Government and government enterprises|126473|122961|122695|124759
8005|Arapahoe|CO|1|All Industries|34198561|40115762|40137255|41775152
8005|Arapahoe|CO|2|  Private goods-producing industries|3954547|4067958|4207932|4301449
8005|Arapahoe|CO|3|  Private services-providing industries|27401360|33267020|33129656|34558863
8005|Arapahoe|CO|4|  Government and government enterprises|2842653|2793086|2807915|2921029
8007|Archuleta|CO|1|All Industries|349112|422129|367711|370091
8007|Archuleta|CO|2|  Private goods-producing industries|54866|55198|58163|58839
8007|Archuleta|CO|3|  Private services-providing industries|250227|322525|262079|260304
8007|Archuleta|CO|4|  Government and government enterprises|44019|44546|47201|50585
8009|Baca|CO|1|All Industries|117957|109040|107708|114769
8009|Baca|CO|2|  Private goods-producing industries|43342|43558|45001|52955
8009|Baca|CO|3|  Private services-providing industries|44997|37013|33767|32760
8009|Baca|CO|4|  Government and government enterprises|29617|28453|28993|29941
8011|Bent|CO|1|All Industries|103899|99743|100297|107657
8011|Bent|CO|2|  Private goods-producing industries|25315|27987|32302|40605
8011|Bent|CO|3|  Private services-providing industries|53679|48995|45773|46033
8011|Bent|CO|4|  Government and government enterprises|24905|22765|22476|22488
8013|Boulder|CO|1|All Industries|21331648|19801366|21406141|22921428
8013|Boulder|CO|2|  Private goods-producing industries|3100884|3234408|3314718|3486554
8013|Boulder|CO|3|  Private services-providing industries|15943578|14282725|15760530|17004297
8013|Boulder|CO|4|  Government and government enterprises|2287186|2284243|2332687|2433867
8014|Broomfield|CO|1|All Industries|7021068|7539686|7238275|7633521
8014|Broomfield|CO|2|  Private goods-producing industries|3144994|3106631|2927815|2778480
8014|Broomfield|CO|3|  Private services-providing industries|3779815|4333474|4207554|4737923
8014|Broomfield|CO|4|  Government and government enterprises|96259|97577|99693|107351
8015|Chaffee|CO|1|All Industries|418798|476388|485017|503353
8015|Chaffee|CO|2|  Private goods-producing industries|67750|75376|74676|73822
8015|Chaffee|CO|3|  Private services-providing industries|245515|295646|301448|314351
8015|Chaffee|CO|4|  Government and government enterprises|105534|105500|109036|115341
8017|Cheyenne|CO|1|All Industries|87492|86740|91326|90639
8017|Cheyenne|CO|2|  Private goods-producing industries|41779|41442|47341|46929
8017|Cheyenne|CO|3|  Private services-providing industries|31956|32358|30771|30128
8017|Cheyenne|CO|4|  Government and government enterprises|13757|12943|13378|13692
8019|Clear Creek|CO|1|All Industries|427391|502332|535545|538926
8019|Clear Creek|CO|2|  Private goods-producing industries|250110|324498|349482|345423
8019|Clear Creek|CO|3|  Private services-providing industries|133140|137358|145958|151951
8019|Clear Creek|CO|4|  Government and government enterprises|44141|42158|42385|42656
8021|Conejos|CO|1|All Industries|110362|111071|113621|117507
8021|Conejos|CO|2|  Private goods-producing industries|31773|35400|38760|44899
8021|Conejos|CO|3|  Private services-providing industries|50788|47869|48488|49177
8021|Conejos|CO|4|  Government and government enterprises|27800|27812|26477|24097
8023|Costilla|CO|1|All Industries|88493|84103|85518|82170
8023|Costilla|CO|2|  Private goods-producing industries|17211|18491|20682|22338
8023|Costilla|CO|3|  Private services-providing industries|57429|52008|51144|46193
8023|Costilla|CO|4|  Government and government enterprises|13853|13602|13767|14006
8025|Crowley|CO|1|All Industries|113294|112483|118302|123537
8025|Crowley|CO|2|  Private goods-producing industries|44289|43068|39595|42773
8025|Crowley|CO|3|  Private services-providing industries|37106|38439|46784|49347
8025|Crowley|CO|4|  Government and government enterprises|31898|30986|31706|31494
8027|Custer|CO|1|All Industries|70597|74297|79235|82400
8027|Custer|CO|2|  Private goods-producing industries|22026|24525|30186|31187
8027|Custer|CO|3|  Private services-providing industries|36692|38432|37369|38829
8027|Custer|CO|4|  Government and government enterprises|11879|11340|11585|12281
8029|Delta|CO|1|All Industries|743174|751526|796215|793902
8029|Delta|CO|2|  Private goods-producing industries|274009|298764|297973|226685
8029|Delta|CO|3|  Private services-providing industries|327287|317550|363898|421628
8029|Delta|CO|4|  Government and government enterprises|141879|135657|133947|136896
8031|Denver|CO|1|All Industries|66577646|67299189|71956611|76612677
8031|Denver|CO|2|  Private goods-producing industries|9770237|10767646|13344865|16231171
8031|Denver|CO|3|  Private services-providing industries|50694713|50398072|52282598|53956910
8031|Denver|CO|4|  Government and government enterprises|6112696|6120260|6285314|6624586
8033|Dolores|CO|1|All Industries|36521|40543|66028|65750
8033|Dolores|CO|2|  Private goods-producing industries|9252|16091|42774|42190
8033|Dolores|CO|3|  Private services-providing industries|18343|15563|13943|13797
8033|Dolores|CO|4|  Government and government enterprises|8926|8892|9309|9757
8035|Douglas|CO|1|All Industries|13808387|12851332|14098307|14874898
8035|Douglas|CO|2|  Private goods-producing industries|1242666|1448006|1673706|1748808
8035|Douglas|CO|3|  Private services-providing industries|11812090|10640887|11644465|12314393
8035|Douglas|CO|4|  Government and government enterprises|753632|758281|774906|806007
8037|Eagle|CO|1|All Industries|3796253|3003917|3510306|3704674
8037|Eagle|CO|2|  Private goods-producing industries|224515|250636|313684|348494
8037|Eagle|CO|3|  Private services-providing industries|3361306|2547717|2986812|3139755
8037|Eagle|CO|4|  Government and government enterprises|210433|204468|208526|214810
8039|Elbert|CO|1|All Industries|323042|322422|315840|327714
8039|Elbert|CO|2|  Private goods-producing industries|84201|107667|108996|109491
8039|Elbert|CO|3|  Private services-providing industries|190907|168882|161892|172812
8039|Elbert|CO|4|  Government and government enterprises|47934|45706|44707|45274
8041|El Paso|CO|1|All Industries|26676740|27585898|28617733|28934089
8041|El Paso|CO|2|  Private goods-producing industries|2748890|2968725|3103201|3075493
8041|El Paso|CO|3|  Private services-providing industries|15972702|16929754|17788344|18178325
8041|El Paso|CO|4|  Government and government enterprises|7955148|7687704|7727997|7685260
8043|Fremont|CO|1|All Industries|947060|1003743|1010277|1036155
8043|Fremont|CO|2|  Private goods-producing industries|133357|150569|160184|163923
8043|Fremont|CO|3|  Private services-providing industries|407370|462279|454094|462370
8043|Fremont|CO|4|  Government and government enterprises|406333|391102|396208|409994
8045|Garfield|CO|1|All Industries|2583762|2513255|2567641|2633514
8045|Garfield|CO|2|  Private goods-producing industries|618625|623349|662884|663825
8045|Garfield|CO|3|  Private services-providing industries|1644577|1572936|1582849|1635304
8045|Garfield|CO|4|  Government and government enterprises|320561|316786|321314|331555
8047|Gilpin|CO|1|All Industries|501661|463542|427972|426242
8047|Gilpin|CO|2|  Private goods-producing industries|8375|(D)|8198|8705
8047|Gilpin|CO|3|  Private services-providing industries|462234|(D)|389058|386512
8047|Gilpin|CO|4|  Government and government enterprises|31051|30685|30604|30878
8049|Grand|CO|1|All Industries|624980|618682|570772|577537
8049|Grand|CO|2|  Private goods-producing industries|57361|70650|76652|82332
8049|Grand|CO|3|  Private services-providing industries|482190|463730|409177|407292
8049|Grand|CO|4|  Government and government enterprises|85430|84231|84506|87345
8051|Gunnison|CO|1|All Industries|792280|878073|761781|730513
8051|Gunnison|CO|2|  Private goods-producing industries|304024|323829|251449|226840
8051|Gunnison|CO|3|  Private services-providing industries|372011|441975|391866|377707
8051|Gunnison|CO|4|  Government and government enterprises|116245|111840|114781|120005
8053|Hinsdale|CO|1|All Industries|18679|17631|18285|21013
8053|Hinsdale|CO|2|  Private goods-producing industries|3671|(D)|4981|5016
8053|Hinsdale|CO|3|  Private services-providing industries|10968|(D)|9267|11776
8053|Hinsdale|CO|4|  Government and government enterprises|4040|4007|4030|4180
8055|Huerfano|CO|1|All Industries|140198|128157|134077|137703
8055|Huerfano|CO|2|  Private goods-producing industries|17720|19387|29887|30831
8055|Huerfano|CO|3|  Private services-providing industries|99111|86689|83430|86022
8055|Huerfano|CO|4|  Government and government enterprises|23367|22156|21560|21700
8057|Jackson|CO|1|All Industries|53347|44712|44359|43822
8057|Jackson|CO|2|  Private goods-producing industries|11786|12626|13920|14880
8057|Jackson|CO|3|  Private services-providing industries|31562|22341|20477|19714
8057|Jackson|CO|4|  Government and government enterprises|9998|9708|9921|9270
8059|Jefferson|CO|1|All Industries|21362769|22994054|23382062|24435425
8059|Jefferson|CO|2|  Private goods-producing industries|3891255|4104321|4240094|4646548
8059|Jefferson|CO|3|  Private services-providing industries|14350206|15849898|16084603|16666023
8059|Jefferson|CO|4|  Government and government enterprises|3121308|3041497|3058666|3120129
8061|Kiowa|CO|1|All Industries|70129|71276|68798|74768
8061|Kiowa|CO|2|  Private goods-producing industries|33803|37180|39161|44936
8061|Kiowa|CO|3|  Private services-providing industries|23823|22536|18909|19272
8061|Kiowa|CO|4|  Government and government enterprises|12503|11559|10884|11149
8063|Kit Carson|CO|1|All Industries|399830|357173|408266|422542
8063|Kit Carson|CO|2|  Private goods-producing industries|147133|147172|169114|188251
8063|Kit Carson|CO|3|  Private services-providing industries|215174|174271|203663|200224
8063|Kit Carson|CO|4|  Government and government enterprises|37523|35672|35572|36023
8065|Lake|CO|1|All Industries|205710|213242|223669|214709
8065|Lake|CO|2|  Private goods-producing industries|105770|112620|123736|104159
8065|Lake|CO|3|  Private services-providing industries|60400|62914|62590|69283
8065|Lake|CO|4|  Government and government enterprises|39540|37874|38168|39567
8067|La Plata|CO|1|All Industries|2263686|2614590|2709455|2919663
8067|La Plata|CO|2|  Private goods-producing industries|307797|359697|398211|483468
8067|La Plata|CO|3|  Private services-providing industries|1572825|1870215|1918465|2045619
8067|La Plata|CO|4|  Government and government enterprises|383064|385036|393270|392385
8069|Larimer|CO|1|All Industries|11615652|13709698|14042793|14547289
8069|Larimer|CO|2|  Private goods-producing industries|2298624|2584938|2712034|2858477
8069|Larimer|CO|3|  Private services-providing industries|7387162|8831095|8999830|9277483
8069|Larimer|CO|4|  Government and government enterprises|1929866|2293250|2331124|2411790
8071|Las Animas|CO|1|All Industries|412501|400748|389798|399912
8071|Las Animas|CO|2|  Private goods-producing industries|110274|107465|105870|113657
8071|Las Animas|CO|3|  Private services-providing industries|214932|209011|201114|204186
8071|Las Animas|CO|4|  Government and government enterprises|87295|84277|82827|82221
8073|Lincoln|CO|1|All Industries|248655|286508|306634|327011
8073|Lincoln|CO|2|  Private goods-producing industries|29111|30824|33698|38682
8073|Lincoln|CO|3|  Private services-providing industries|161491|198613|214578|229717
8073|Lincoln|CO|4|  Government and government enterprises|58053|57148|58472|59140
8075|Logan|CO|1|All Industries|957602|953448|1009551|1040743
8075|Logan|CO|2|  Private goods-producing industries|306504|315659|364124|392861
8075|Logan|CO|3|  Private services-providing industries|514472|503140|511359|513220
8075|Logan|CO|4|  Government and government enterprises|136627|134665|135328|138958
8077|Mesa|CO|1|All Industries|5585262|5308473|5545590|5560659
8077|Mesa|CO|2|  Private goods-producing industries|1147623|1113137|1236916|1172647
8077|Mesa|CO|3|  Private services-providing industries|3749583|3521372|3618100|3693815
8077|Mesa|CO|4|  Government and government enterprises|688056|673805|690217|692333
8079|Mineral|CO|1|All Industries|36862|46175|46727|49735
8079|Mineral|CO|2|  Private goods-producing industries|5506|9923|7207|6804
8079|Mineral|CO|3|  Private services-providing industries|27464|32121|35392|38458
8079|Mineral|CO|4|  Government and government enterprises|3893|4121|3992|4226
8081|Moffat|CO|1|All Industries|1013465|1003849|1053456|977698
8081|Moffat|CO|2|  Private goods-producing industries|195213|220618|230430|224064
8081|Moffat|CO|3|  Private services-providing industries|743059|711557|754360|685419
8081|Moffat|CO|4|  Government and government enterprises|75193|72913|69713|71337
8083|Montezuma|CO|1|All Industries|642252|686161|691880|698429
8083|Montezuma|CO|2|  Private goods-producing industries|132672|150393|157586|164051
8083|Montezuma|CO|3|  Private services-providing industries|355862|387161|387466|388110
8083|Montezuma|CO|4|  Government and government enterprises|153718|148657|146819|146152
8085|Montrose|CO|1|All Industries|1151941|1110518|1107660|1147557
8085|Montrose|CO|2|  Private goods-producing industries|254743|240245|235325|246765
8085|Montrose|CO|3|  Private services-providing industries|696968|674717|672968|694578
